id,month_year,relevance_score,Topic,Country,Confidence,Most_freq_country,Name,Recoded_countries,Remaining_non_countries,z_nature,z_society,z_culture,z_greenwashing_discourse,z_greenwashing_claims,z_transformative_discourse,z_transformative_action,z_greenwashing,z_transformativeness,Meta_Category
29,2022-10-01,0.921503245830536,55.0,,,,55_future recycling_sustainable recycling_recycle waste_recycling recycle,,,0.0005474090576171,0.65478515625,0.001194953918457,0.0003359317779541,0.0007028579711914,0.9814453125,0.0027618408203125,0.0007028579711914,0.0027618408203125,Harnessing technology for futures
30,2022-10-01,0.9731095433235168,55.0,,,,55_future recycling_sustainable recycling_recycle waste_recycling recycle,,,0.2001953125,0.65576171875,0.30029296875,0.0049362182617187,0.08056640625,0.66650390625,0.07354736328125,0.08056640625,0.07354736328125,Harnessing technology for futures
31,2022-10-01,0.859843373298645,19.0,,Low,,19_kenya vision_kenya_nairobi_vision africa,,,0.724609375,0.42431640625,0.12109375,0.0072021484375,0.0255889892578125,0.94970703125,0.39208984375,0.0255889892578125,0.39208984375,Shaping governance for collective futures
32,2022-10-01,0.999719262123108,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.190185546875,0.994140625,0.000413179397583,0.0004653930664062,0.0262908935546875,0.98974609375,0.3251953125,0.0262908935546875,0.3251953125,Reviving ecosystems and species
33,2022-10-01,0.8802728056907654,-1.0,,Low,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.0085067749023437,0.05487060546875,0.0160980224609375,0.001382827758789,0.0038623809814453,0.576171875,0.029083251953125,0.0038623809814453,0.029083251953125,Reviving ecosystems and species
34,2022-10-01,0.8630431890487671,4.0,,,,4_ai future_future ai_use ai_ai,,,0.0005593299865722,0.045166015625,0.0007438659667968,0.000798225402832,0.0081863403320312,0.322509765625,0.015411376953125,0.0081863403320312,0.015411376953125,Harnessing technology for futures
35,2022-10-01,0.9720017313957214,-1.0,Ghana,High,Ghana,-1_environment future_sustainable future_worldenvironmentday_sustainable,Ghana,,0.94677734375,0.95458984375,0.09063720703125,0.0009717941284179,0.52783203125,0.921875,0.888671875,0.52783203125,0.888671875,Reviving ecosystems and species
36,2022-10-01,0.9974960088729858,-1.0,Wales,High,Wales,-1_environment future_sustainable future_worldenvironmentday_sustainable,United Kingdom,,0.341552734375,0.73046875,0.76708984375,0.0004529953002929,0.0010557174682617,0.4091796875,0.1324462890625,0.0010557174682617,0.1324462890625,Reviving ecosystems and species
37,2022-10-01,0.9844099879264832,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.98779296875,0.243408203125,0.4326171875,0.0004439353942871,0.0153350830078125,0.58544921875,0.6787109375,0.0153350830078125,0.6787109375,Reviving ecosystems and species
38,2022-10-01,0.8332771062850952,11.0,,,,11_ecosystem vision_build ecosystem_ecosystem project_vision ecosystem,,,0.397216796875,0.60107421875,0.020294189453125,0.009765625,0.05804443359375,0.40625,0.76513671875,0.05804443359375,0.76513671875,Reviving ecosystems and species
39,2022-10-01,0.888923168182373,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.0058975219726562,0.042724609375,0.0029182434082031,0.0010318756103515,0.0105972290039062,0.418212890625,0.007720947265625,0.0105972290039062,0.007720947265625,Reviving ecosystems and species
40,2022-10-01,0.7754440903663635,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.0004303455352783,0.15771484375,0.000338077545166,8.45193862915039e-05,0.0003776550292968,0.9306640625,0.0005998611450195,0.0003776550292968,0.0005998611450195,Reviving ecosystems and species
41,2022-10-01,0.956712007522583,42.0,United Arab Emirates,High,United Arab Emirates,42_expo dubai_future uae_uae vision_uae,United Arab Emirates,,0.024383544921875,0.5595703125,0.0116043090820312,0.0052223205566406,0.05987548828125,0.4609375,0.02813720703125,0.05987548828125,0.02813720703125,Harnessing technology for futures
42,2022-10-01,0.9860653281211852,-1.0,,Low,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.0005497932434082,0.034088134765625,0.0009365081787109,0.0003361701965332,0.0013723373413085,0.68212890625,0.0009307861328125,0.0013723373413085,0.0009307861328125,Reviving ecosystems and species
43,2022-10-01,0.9000747799873352,-1.0,,Low,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.93408203125,0.80810546875,0.10040283203125,0.0024757385253906,0.216796875,0.8349609375,0.5556640625,0.216796875,0.5556640625,Reviving ecosystems and species
44,2022-10-01,0.998288094997406,23.0,,,,23_create life_life want_want year_future self,,,0.072021484375,0.35107421875,0.1455078125,0.0003395080566406,0.0012245178222656,0.38232421875,0.0056533813476562,0.0012245178222656,0.0056533813476562,"Health, lifestyle and cultural richness"
45,2022-10-01,0.9239781498908995,71.0,,Low,,71_nigeria future_future nigeria_nigeria commitment_nigeria vision,,,0.88623046875,0.76025390625,0.0204925537109375,0.0069732666015625,0.034027099609375,0.65625,0.7900390625,0.034027099609375,0.7900390625,Shaping governance for collective futures
46,2022-10-01,0.9991050362586976,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.13134765625,0.73095703125,0.022979736328125,0.0035247802734375,0.0509033203125,0.822265625,0.83203125,0.0509033203125,0.83203125,Reviving ecosystems and species
47,2022-10-01,0.8719075918197632,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.8271484375,0.82421875,0.041839599609375,0.000683307647705,0.0016870498657226,0.19873046875,0.53759765625,0.0016870498657226,0.53759765625,Reviving ecosystems and species
48,2022-10-01,0.937103807926178,39.0,,,,39_built environment_build_building_community,,,0.68994140625,0.55029296875,0.467529296875,0.0150833129882812,0.1507568359375,0.350341796875,0.86865234375,0.1507568359375,0.86865234375,Everyday mobility and infrastructure
49,2022-10-01,0.8019052743911743,27.0,,,,27_distributed storage_vision web_storage ecosystem_decentralized web,,,0.9365234375,0.9638671875,0.615234375,0.0013856887817382,0.44140625,0.9736328125,0.9111328125,0.44140625,0.9111328125,Harnessing technology for futures
50,2022-10-01,0.9911453127861024,27.0,,,,27_distributed storage_vision web_storage ecosystem_decentralized web,,,0.03131103515625,0.2646484375,0.04644775390625,0.0022201538085937,0.033660888671875,0.90966796875,0.031402587890625,0.033660888671875,0.031402587890625,Harnessing technology for futures
51,2022-10-01,0.9001156687736511,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.0022468566894531,0.34375,0.0252685546875,0.0057182312011718,0.0909423828125,0.88525390625,0.037872314453125,0.0909423828125,0.037872314453125,Reviving ecosystems and species
52,2022-10-01,0.8118272423744202,1.0,,,,1_sporting_football_sports_esports,,,0.264404296875,0.0004353523254394,0.0002949237823486,0.07623291015625,0.0149459838867187,0.71435546875,0.93896484375,0.0149459838867187,0.93896484375,"Health, lifestyle and cultural richness"
53,2022-10-01,0.9184978604316713,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.873046875,0.8330078125,0.76220703125,0.0043563842773437,0.057647705078125,0.96435546875,0.283447265625,0.057647705078125,0.283447265625,Reviving ecosystems and species
54,2022-10-01,0.9798290729522704,-1.0,Europe,High,Europe,-1_environment future_sustainable future_worldenvironmentday_sustainable,,Europe,0.908203125,0.79638671875,0.110107421875,0.0007233619689941,0.0049514770507812,0.99365234375,0.92822265625,0.0049514770507812,0.92822265625,Reviving ecosystems and species
55,2022-10-01,0.989077925682068,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.177490234375,0.0833740234375,0.322509765625,0.0014801025390625,0.0084762573242187,0.225830078125,0.019927978515625,0.0084762573242187,0.019927978515625,Reviving ecosystems and species
56,2022-10-01,0.9936811327934264,20.0,,,,20_future climatechange_climate change_future climate_climateemergency,,,0.0026321411132812,0.0048370361328125,0.0007028579711914,0.0011138916015625,0.0011806488037109,0.84033203125,0.26806640625,0.0011806488037109,0.26806640625,Reviving ecosystems and species
57,2022-10-01,0.8062105178833008,25.0,,,,25_environment gender_gender equality_equality world_environment women,,,0.84326171875,0.2169189453125,0.0174407958984375,0.0002332925796508,0.0007281303405761,0.421630859375,0.5380859375,0.0007281303405761,0.5380859375,Inclusive and equal future
58,2022-10-01,0.956297755241394,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.5078125,0.72509765625,0.0053253173828125,0.0040855407714843,0.11737060546875,0.783203125,0.98974609375,0.11737060546875,0.98974609375,Reviving ecosystems and species
59,2022-10-01,0.9733402729034424,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.450439453125,0.5625,0.03961181640625,0.03277587890625,0.125732421875,0.72412109375,0.81982421875,0.125732421875,0.81982421875,Reviving ecosystems and species
60,2022-10-01,0.995672881603241,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.0004518032073974,0.342041015625,0.0005650520324707,0.0006723403930664,0.0052604675292968,0.364501953125,0.082275390625,0.0052604675292968,0.082275390625,Reviving ecosystems and species
61,2022-10-01,0.9950158596038818,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.329833984375,0.69873046875,0.042327880859375,0.0006422996520996,0.0122604370117187,0.9833984375,0.810546875,0.0122604370117187,0.810546875,Reviving ecosystems and species
62,2022-10-01,0.8425778150558472,60.0,,,,60_saving nature_save nature_nature save_nature savesoil,,,0.94921875,0.439453125,0.54736328125,0.0016651153564453,0.0068511962890625,0.278564453125,0.9013671875,0.0068511962890625,0.9013671875,Reviving ecosystems and species
63,2022-10-01,0.994535505771637,13.0,,,,13_net zero_zero future_zero emissions_zero nature,,,0.8291015625,0.73876953125,0.0304412841796875,0.0089492797851562,0.414794921875,0.95703125,0.92626953125,0.414794921875,0.92626953125,Reducing pollution
64,2022-10-01,0.9126977920532228,8.0,,,,8_youth day_youthday_youth future_future youth,,,0.07122802734375,0.9091796875,0.0850830078125,0.0018815994262695,0.032135009765625,0.974609375,0.87939453125,0.032135009765625,0.87939453125,Inclusive and equal future
65,2022-10-01,0.9354362487792968,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.001173973083496,0.02484130859375,0.0028228759765625,0.001495361328125,0.0106735229492187,0.0703125,0.146728515625,0.0106735229492187,0.146728515625,Reviving ecosystems and species
66,2022-10-01,0.8944090008735657,0.0,Germany,High,Germany,0_educational environment_students future_learning environment_educational,Germany,,0.0021686553955078,0.0037918090820312,0.0229034423828125,0.0021858215332031,0.0035228729248046,0.260009765625,0.0022869110107421,0.0035228729248046,0.0022869110107421,Educating for tomorrow
67,2022-10-01,0.9444652795791626,13.0,United States,High,United States,13_net zero_zero future_zero emissions_zero nature,United States,,0.0023841857910156,0.1834716796875,0.01141357421875,0.0016651153564453,0.05584716796875,0.86328125,0.93212890625,0.05584716796875,0.93212890625,Reducing pollution
68,2022-10-01,0.8660712838172913,64.0,Algeria,High,Algeria,64_naturephotography naturebeauty_nature photography_naturephotography photography_nature photo,Algeria,,0.0677490234375,0.1392822265625,0.0175323486328125,0.0001517534255981,0.0005397796630859,0.0054054260253906,0.01153564453125,0.0005397796630859,0.01153564453125,"Health, lifestyle and cultural richness"
69,2022-10-01,0.9987199306488036,-1.0,,Low,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.07891845703125,0.63916015625,0.099853515625,0.000645637512207,0.02008056640625,0.783203125,0.9716796875,0.02008056640625,0.9716796875,Reviving ecosystems and species
70,2022-10-01,0.9971230030059814,40.0,,,,40_zimbabwe_defence forces_year celebrations_defence,,,0.8740234375,0.91796875,0.0921630859375,0.01007080078125,0.46337890625,0.97607421875,0.86669921875,0.46337890625,0.86669921875,"Health, lifestyle and cultural richness"
71,2022-10-01,0.857197105884552,25.0,United States,High,United States,25_environment gender_gender equality_equality world_environment women,United States,,0.0019454956054687,0.1365966796875,0.053802490234375,0.0032176971435546,0.0379638671875,0.46923828125,0.42138671875,0.0379638671875,0.42138671875,Inclusive and equal future
72,2022-10-01,0.957789421081543,84.0,India,High,India,84_birthday happy_birthday today_birthday great_birthday hope,India,,0.97021484375,0.4306640625,0.447265625,0.2197265625,0.2457275390625,0.83740234375,0.970703125,0.2457275390625,0.970703125,"Health, lifestyle and cultural richness"
73,2022-10-01,0.9892925024032592,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.62646484375,0.68896484375,0.410888671875,0.0009541511535644,0.153564453125,0.798828125,0.8515625,0.153564453125,0.8515625,Reviving ecosystems and species
74,2022-10-01,0.8473914265632629,53.0,India,High,India,53_indian startup_make india_making india_india future,India,,0.0058822631835937,0.1217041015625,0.0154800415039062,0.0004963874816894,0.0196380615234375,0.326416015625,0.002817153930664,0.0196380615234375,0.002817153930664,Shaping governance for collective futures
75,2022-10-01,0.7731064558029175,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.033905029296875,0.3984375,0.24560546875,0.0070381164550781,0.167236328125,0.341064453125,0.876953125,0.167236328125,0.876953125,Reviving ecosystems and species
76,2022-10-01,0.8671353459358215,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.1729736328125,0.8330078125,0.02008056640625,0.0025596618652343,0.055694580078125,0.83837890625,0.8828125,0.055694580078125,0.8828125,Reviving ecosystems and species
77,2022-10-01,0.9984318017959596,39.0,,,,39_built environment_build_building_community,,,0.4951171875,0.892578125,0.054351806640625,0.0919189453125,0.56591796875,0.78564453125,0.92138671875,0.56591796875,0.92138671875,Everyday mobility and infrastructure
78,2022-10-01,0.9067549109458924,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.96240234375,0.88037109375,0.43603515625,0.033935546875,0.08447265625,0.1544189453125,0.98046875,0.08447265625,0.98046875,Reviving ecosystems and species
79,2022-10-01,0.9810225367546082,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.11126708984375,0.496337890625,0.0079345703125,0.000612735748291,0.0092239379882812,0.95751953125,0.0389404296875,0.0092239379882812,0.0389404296875,Reviving ecosystems and species
80,2022-10-01,0.9560295343399048,70.0,,,,70_future hydrogen_hydrogen future_environment hydrogen_hydrogen fuel,,,0.96337890625,0.93603515625,0.1783447265625,0.03240966796875,0.2418212890625,0.93212890625,0.9716796875,0.2418212890625,0.9716796875,Everyday mobility and infrastructure
81,2022-10-01,0.989044189453125,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.0032978057861328,0.1812744140625,0.023193359375,0.0004363059997558,0.0042457580566406,0.83837890625,0.0075531005859375,0.0042457580566406,0.0075531005859375,Reviving ecosystems and species
82,2022-10-01,0.9813611507415771,-1.0,Europe,High,Europe,-1_environment future_sustainable future_worldenvironmentday_sustainable,,Europe,0.85986328125,0.463134765625,0.053985595703125,0.0014324188232421,0.07159423828125,0.037811279296875,0.29638671875,0.07159423828125,0.29638671875,Reviving ecosystems and species
83,2022-10-01,0.8074413537979126,12.0,USA,High,USA,12_meat future_future vegan_food future_future food,United States,,0.0246734619140625,0.93798828125,0.269287109375,0.052581787109375,0.32568359375,0.9404296875,0.986328125,0.32568359375,0.986328125,"Health, lifestyle and cultural richness"
84,2022-10-01,0.9260194301605223,4.0,,,,4_ai future_future ai_use ai_ai,,,0.0015249252319335,0.63623046875,0.0009312629699707,0.0002768039703369,0.0055046081542968,0.9892578125,0.0023860931396484,0.0055046081542968,0.0023860931396484,Harnessing technology for futures
85,2022-10-01,0.9310405254364014,59.0,,,,59_diversity inclusion_inclusive environment_inclusive diverse_diverse inclusive,,,0.0026779174804687,0.0179443359375,0.03741455078125,0.0006284713745117,0.000920295715332,0.86279296875,0.0164642333984375,0.000920295715332,0.0164642333984375,Inclusive and equal future
86,2022-10-01,0.9934091567993164,-1.0,,Low,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.8056640625,0.91357421875,0.87939453125,0.020172119140625,0.08538818359375,0.96435546875,0.94921875,0.08538818359375,0.94921875,Reviving ecosystems and species
87,2022-10-01,0.7613394260406494,2.0,Ethiopia,High,Ethiopia,2_building future_sustainable built_built environment_future built,Ethiopia,,0.28271484375,0.578125,0.83984375,0.0005736351013183,0.0020065307617187,0.55859375,0.058807373046875,0.0020065307617187,0.058807373046875,Everyday mobility and infrastructure
88,2022-10-01,0.8595449328422546,7.0,Pakistan,High,Pakistan,7_waterday savewater_water future_future water_saving water,Pakistan,,0.98193359375,0.49951171875,0.751953125,0.0045814514160156,0.0094680786132812,0.8046875,0.9140625,0.0094680786132812,0.9140625,Reviving ecosystems and species
89,2022-10-01,0.9309538006782532,15.0,,Low,,15_sustainable urban_urban environment_smart cities_cities future,,,0.02337646484375,0.37744140625,0.0040321350097656,0.0048294067382812,0.0650634765625,0.94384765625,0.546875,0.0650634765625,0.546875,Everyday mobility and infrastructure
90,2022-10-01,0.9997614622116088,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.0003180503845214,0.96728515625,0.0009307861328125,0.0007071495056152,0.00836181640625,0.953125,0.974609375,0.00836181640625,0.974609375,Reviving ecosystems and species
91,2022-10-01,0.9852941632270812,51.0,,,,51_future health_health planet_world health_healthy future,,,0.001617431640625,0.0170440673828125,0.0020217895507812,0.0003459453582763,0.0004539489746093,0.80517578125,0.0006141662597656,0.0004539489746093,0.0006141662597656,"Health, lifestyle and cultural richness"
92,2022-10-01,0.8812233209609985,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.0117568969726562,0.302001953125,0.0021877288818359,0.0027103424072265,0.019775390625,0.98388671875,0.0038700103759765,0.019775390625,0.0038700103759765,Reviving ecosystems and species
93,2022-10-01,0.8456477522850037,12.0,,,,12_meat future_future vegan_food future_future food,,,0.53125,0.88623046875,0.11224365234375,0.0005884170532226,0.0122451782226562,0.94140625,0.99560546875,0.0122451782226562,0.99560546875,"Health, lifestyle and cultural richness"
94,2022-10-01,0.9382169842720032,39.0,,,,39_built environment_build_building_community,,,0.0027408599853515,0.1395263671875,0.0030288696289062,0.0002256631851196,0.0011606216430664,0.7373046875,0.0007095336914062,0.0011606216430664,0.0007095336914062,Everyday mobility and infrastructure
95,2022-10-01,0.9876070022583008,4.0,,,,4_ai future_future ai_use ai_ai,,,0.0083847045898437,0.7998046875,0.007232666015625,0.0008811950683593,0.0038318634033203,0.91552734375,0.59716796875,0.0038318634033203,0.59716796875,Harnessing technology for futures
96,2022-10-01,0.99400794506073,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.2196044921875,0.8916015625,0.052337646484375,0.0325927734375,0.245361328125,0.962890625,0.9013671875,0.245361328125,0.9013671875,Reviving ecosystems and species
97,2022-10-01,0.978611707687378,59.0,,,,59_diversity inclusion_inclusive environment_inclusive diverse_diverse inclusive,,,0.0060844421386718,0.017242431640625,0.03857421875,0.0011873245239257,0.0048675537109375,0.83935546875,0.0024013519287109,0.0048675537109375,0.0024013519287109,Inclusive and equal future
98,2022-10-01,0.9575459957122804,14.0,Spain,High,Spain,14_nature tourism_sustainable tourism_tourism future_future tourism,Spain,,0.884765625,0.92578125,0.92431640625,0.0085830688476562,0.1995849609375,0.92529296875,0.77587890625,0.1995849609375,0.77587890625,Reimagining production and industry
99,2022-10-01,0.9990475177764891,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.461181640625,0.68408203125,0.2548828125,0.004791259765625,0.0767822265625,0.966796875,0.59228515625,0.0767822265625,0.59228515625,Reviving ecosystems and species
100,2022-10-01,0.8829981088638306,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.1307373046875,0.04400634765625,0.184814453125,0.0029449462890625,0.00885009765625,0.360595703125,0.13818359375,0.00885009765625,0.13818359375,Reviving ecosystems and species
101,2022-10-01,0.9672901630401612,38.0,,,,38_wildlife future_future wildlife_wildlife conservation_wildlife day,,,0.99462890625,0.6083984375,0.478271484375,0.00089693069458,0.0178070068359375,0.56396484375,0.96435546875,0.0178070068359375,0.96435546875,Reviving ecosystems and species
