author_id,lang,id,text,created_at,in_reply_to_user_id
8397083403312,en,2932940880317628014,"Ambition is good, but metrics matter. EU Commission targets need clearer baselines and timelines. Otherwise it's just slogans. #NaturePositive",2020-11-13T23:52:38.000Z,22175028820436
424886670375,en,390634920981005663,Preprint: pollinator corridors near Reykjavík increase urban fruit yields by 12–18% in three years. Methods & code inside. #Wetlands #ClimateAction #Forests https://t.co/QWu9StV0i4,2022-03-05T11:38:27.000Z,
4662265446085718847,en,72201759725859739,"Notice: invasive species clean-up this Sunday across Norway, led by local volunteers. Bags and gloves provided. #Sustainability #Ecosystems",2019-12-16T14:15:44.000Z,
940582433850,en,9230740683476389,"Lunch walk in Helsinki: swans on the canal, kids on bikes, wildflowers in bloom. Small joys matter.",2019-04-14T09:42:47.000Z,
29222158580027152,en,59520573096792693,"In Brittany, Finland, we prioritise a future that will steward nature for all. DEFRA shows what's possible when communities lead. #Ecosystems",2016-01-04T02:13:45.000Z,
36020501077247,en,6798974633175084,"Join us in Stockholm for a community tree-planting day this Saturday. Tools provided, all welcome! #Rewilding #Biodiversity",2021-01-08T16:08:19.000Z,
8452795162,en,83839505337048253,Update: Forest Service team repaired boardwalks in Mekong; access restored and safer for all.,2016-05-16T06:26:42.000Z,41031973338
29362957,en,730565755213384590,"In Arctic, Ukraine, we scale up a future that will connect nature for all. DEFRA shows what's possible when communities lead. #Restoration #Sustainability #ClimateAction https://t.co/Yt5X7UyGWd",2022-11-24T13:51:34.000Z,
68218264429731037,en,195120078526812014,"In Glasgow, Estonia, we map a future that will protect nature for all. Finnish Environment Institute shows what's possible when communities lead. #Peatlands #NaturePositive #Restoration https://t.co/NxVUyMDvof",2018-04-24T03:17:42.000Z,
236230636,en,2726724816357404,"Join us in Wales for a community tree-planting day this Saturday. Tools provided, all welcome!  @NOAA",2019-09-14T09:13:29.000Z,97021616
243575456103222,en,6263000703425525303,"In Oslo, Estonia, we plan a future that will monitor nature for all. UNESCO shows what's possible when communities lead. #Restoration #Biodiversity @SYKEinfo https://t.co/EqJQGUMfOD",2013-09-17T16:06:00.000Z,986087385556599591
850008729460724510,en,7723023314350787313,"Lunch walk in Yorkshire: swans on the canal, kids on bikes, wildflowers in bloom. Small joys matter. #Wetlands",2022-05-18T02:21:30.000Z,
85963698,en,10374071258670951,"In Bavaria, Lithuania, we prototype a future that will rewild nature for all. WWF shows what's possible when communities lead. #Biodiversity #Rewilding #Ecosystems",2018-01-01T05:08:28.000Z,
2530098818,en,733345465699828818,New policy debate in Portugal: will WWF guidelines help towns balance housing with green space? #Wetlands https://t.co/syMDecKjyw,2021-10-13T18:01:40.000Z,
44822307,en,492624235741364976,Preprint: pollinator corridors near Oulu increase urban fruit yields by 12–18% in three years. Methods & code inside. #Rewilding #Forests #GreenFuture,2014-04-15T16:52:31.000Z,
4427239380,en,531216687737231047,"In Nairobi, Finland, we scale up a future that will connect nature for all. NOAA shows what's possible when communities lead. #Conservation @IUCN",2015-06-23T04:53:18.000Z,840247524076191
82925218822631,en,82459413170676999,"Grant open: Finnish Environment Institute funding community-led restoration in Netherlands. Short proposals, practical outcomes.  https://t.co/NiL22ik3RV",2016-03-03T21:52:23.000Z,
739103742089233,en,547778247372671579,"In Amazon, Germany, we map a future that will monitor nature for all. Finnish Environment Institute shows what's possible when communities lead. #Nature https://t.co/T9MwuY8wn9",2013-05-30T21:06:55.000Z,69131683985644077
7927696258,en,8181940182220414,"Notice: invasive species clean-up this Sunday across Estonia, led by @UNESCO. Bags and gloves provided. #Ecosystems #Forests",2020-02-26T00:37:50.000Z,
5467583238564410,en,883475009590923411,"If we had kept old hedgerows in Sweden, how different would farmland birds look today? ",2022-09-19T00:26:00.000Z,
7257516494685,en,4994812571540763,Preprint: pollinator corridors near Copenhagen increase urban fruit yields by 12–18% in three years. Methods & code inside. #Peatlands #Oceans,2014-06-28T05:56:54.000Z,
2189212348,en,163277563606491371,"Ambition is good, but metrics matter. Kenya Wildlife Service targets need clearer baselines and timelines. Otherwise it's just slogans. #Peatlands #Forests",2018-12-13T06:01:43.000Z,
4707076898,en,72518392144457656,"Join us in Danube for a community tree-planting day this Saturday. Tools provided, all welcome! #Conservation #Ecosystems @ParksCanada",2019-01-01T12:33:34.000Z,684772429689
12530266207,en,116077277227242000,"Lunch walk in Manchester: swans on the canal, kids on bikes, wildflowers in bloom. Small joys matter.",2014-08-09T20:19:06.000Z,
517197451097,en,12716615359483495,"Join us in Delhi for a community tree-planting day this Saturday. Tools provided, all welcome! #Rewilding",2016-01-18T01:30:47.000Z,65859488
95607364738321,en,224318292740372141,"In Manchester, Finland, we plan a future that will restore nature for all. Finnish Environment Institute shows what's possible when communities lead. #Oceans #Wetlands #Restoration",2019-11-09T15:26:15.000Z,
9663135165,en,7477541887723005852,"If we had kept old hedgerows in Ukraine, how different would farmland birds look today? ",2015-09-03T08:58:37.000Z,
156547760864521928,en,748374710069071812,"Notice: invasive species clean-up this Sunday across Italy, led by @USFS. Bags and gloves provided. #Wetlands",2018-07-24T12:43:07.000Z,
71822758866093,en,4891837939024309,"If we had kept old hedgerows in France, how different would farmland birds look today? #Oceans #ClimateAction",2022-08-12T13:04:37.000Z,
726822338115880,en,1568332126541192,Preprint: pollinator corridors near Baltic Sea increase urban fruit yields by 12–18% in three years. Methods & code inside. #Forests #Conservation #Biodiversity,2014-01-31T04:44:57.000Z,
459139937,en,71889140069886018,New policy debate in UK: will DEFRA guidelines help towns balance housing with green space? #NaturePositive #UrbanNature,2023-04-09T13:06:29.000Z,
2365129829,en,1072685090866023,"Lunch walk in Sicily: swans on the canal, kids on bikes, wildflowers in bloom. Small joys matter.",2015-06-20T19:50:51.000Z,
10004200917732512,en,2548716247831239,EU Commission just released a report on river restoration in Ireland. Key takeaway: connect floodplains to boost biodiversity. #Biodiversity #Oceans #Rewilding https://t.co/h02SnEFwEC,2021-03-19T14:30:13.000Z,27746427
31827820126853043,en,90046305882703366,Update: NOAA team repaired boardwalks in Stockholm; access restored and safer for all.,2022-01-10T05:53:36.000Z,
1958079710109,en,49735675896512779,"Join us in Stockholm for a community tree-planting day this Saturday. Tools provided, all welcome!",2015-10-31T14:18:47.000Z,
79227954077,en,99546398521611391,Thread: how UNESCO's pilot in Amazon helped communities steward local wetlands without big budgets. 1/5,2021-09-07T08:12:50.000Z,
649831409679,en,850359836202482877,"Ambition is good, but metrics matter. CBD Secretariat targets need clearer baselines and timelines. Otherwise it's just slogans. #UrbanNature #Wetlands",2015-06-14T05:59:05.000Z,
265584055360419,en,41304032521808945,New policy debate in Sweden: will UNESCO guidelines help towns balance housing with green space? #GreenFuture,2017-01-30T22:35:34.000Z,4450966193854
812087377366462,en,338139833639804198,"In Stockholm, Netherlands, we map a future that will steward nature for all. NOAA shows what's possible when communities lead. #Rewilding #Conservation",2016-01-05T21:00:25.000Z,
2804956245,en,206224726022234139,"Lunch walk in Manchester: swans on the canal, kids on bikes, wildflowers in bloom. Small joys matter. #Ecosystems",2018-08-16T01:54:15.000Z,
5912588732322,en,97352077978195922,“We shape the places that shape us.” Field notes from Oslo.,2017-04-17T15:49:21.000Z,28947756
3026627558207291330,en,546940036925884660,"In Brussels, Ukraine, we scale up a future that will connect nature for all. IUCN shows what's possible when communities lead. #Wetlands #Sustainability #GreenFuture",2013-05-31T05:18:16.000Z,6650271246565644
91553714997,en,8317658117543713,Kenya Wildlife Service just released a report on river restoration in Norway. Key takeaway: connect floodplains to boost biodiversity. #Forests https://t.co/FTO8URrcdS,2014-04-27T01:31:45.000Z,
9031177867312592195,en,738708013585865465,"Ambition is good, but metrics matter. Finnish Environment Institute targets need clearer baselines and timelines. Otherwise it's just slogans. #Peatlands",2017-10-15T22:59:06.000Z,
5723860810829483,en,7622573897677133063,Preprint: pollinator corridors near Oslo increase urban fruit yields by 12–18% in three years. Methods & code inside. #UrbanNature,2015-01-21T09:29:17.000Z,
569578048,en,7174363663372802916,“We shape the places that shape us.” Field notes from Baltic Sea.,2016-06-28T12:23:18.000Z,
3847636260719,en,7472666059564237158,"Notice: invasive species clean-up this Sunday across Finland, led by local volunteers. Bags and gloves provided. #UrbanNature",2020-11-05T19:14:52.000Z,
96454034571,en,14587643498638545,“We shape the places that shape us.” Field notes from Manchester.,2022-04-09T12:01:26.000Z,
432676604264498941,en,4228763460812906164,Serious question for Spain: do urban parks need more native plants or just better access? Thoughts? #Ecosystems #Biodiversity,2018-12-21T17:58:14.000Z,
96411449194,en,2698996663425732,"Join us in Wales for a community tree-planting day this Saturday. Tools provided, all welcome! #Oceans #Forests",2015-08-07T00:14:13.000Z,547314591158
1032209256788175142,en,1781587006605161,"If we had kept old hedgerows in Canada, how different would farmland birds look today? #ClimateAction",2016-07-18T10:11:44.000Z,49257448
826882949202,en,896270813829259090,Serious question for USA: do urban parks need more native plants or just better access? Thoughts?,2018-09-24T05:55:22.000Z,
6932212830927422281,en,883256326003335754,New policy debate in Norway: will UNESCO guidelines help towns balance housing with green space? #Sustainability #Forests,2020-01-28T09:53:30.000Z,
6092854140783871749,en,8728829090292478,"Join us in Brittany for a community tree-planting day this Saturday. Tools provided, all welcome! #Nature",2015-11-13T16:09:16.000Z,2766790731338
25269262716,en,9682868362373809893,Thread: how EU Commission's pilot in Mekong helped communities decarbonise local wetlands without big budgets. 1/5,2023-01-15T10:17:52.000Z,310467531
65172744211,en,4725779700528617758,"Join us in Reykjavík for a community tree-planting day this Saturday. Tools provided, all welcome!",2021-01-06T20:27:15.000Z,
16197077971931577,en,6073922961522882419,Update: Finnish Environment Institute team repaired boardwalks in Helsinki; access restored and safer for all.,2018-01-31T17:48:16.000Z,
295200427601791821,en,9706526171490380365,New policy debate in Kenya: will CBD Secretariat guidelines help towns balance housing with green space? #Wetlands #Restoration https://t.co/5Qjzdfv24U,2017-09-04T16:24:10.000Z,
795494971,en,295727436016548599,"Grant open: Forest Service funding community-led restoration in France. Short proposals, practical outcomes. #Sustainability #Wetlands",2022-08-18T18:32:29.000Z,
83818273214,en,58525792867596654,Preprint: pollinator corridors near Mekong increase urban fruit yields by 12–18% in three years. Methods & code inside. #NaturePositive #Conservation,2016-07-07T23:10:59.000Z,9868640933
66965242200442,en,968687924143121348,"Ambition is good, but metrics matter. EU Commission targets need clearer baselines and timelines. Otherwise it's just slogans. #Conservation #Forests",2015-09-12T23:28:44.000Z,6922855247812108
723923650120273,en,39525111138521505,Preprint: pollinator corridors near Oslo increase urban fruit yields by 12–18% in three years. Methods & code inside. #Restoration,2019-09-22T12:19:15.000Z,
1162296831,en,976017047958486329,NOAA just released a report on river restoration in Italy. Key takeaway: connect floodplains to boost biodiversity. #GreenFuture https://t.co/KpMNoN0DI5,2015-12-25T13:38:13.000Z,
88545258257601686,en,62746421872641667,"Lunch walk in Yorkshire: swans on the canal, kids on bikes, wildflowers in bloom. Small joys matter. #Peatlands",2017-07-08T11:59:13.000Z,
679070245509783663,en,3986664900385528609,Finnish Environment Institute just released a report on river restoration in Portugal. Key takeaway: connect floodplains to boost biodiversity. #Rewilding #Nature #Oceans https://t.co/m0sEdQFXSU,2013-09-28T09:35:48.000Z,
3016033204814002,en,6407306271089761,Serious question for Italy: do urban parks need more native plants or just better access? Thoughts? #GreenFuture,2015-06-21T04:38:20.000Z,
2864110317994378233,en,2177370520314411072,"In Stockholm, Italy, we envision a future that will restore nature for all. Finnish Environment Institute shows what's possible when communities lead. #NaturePositive #Nature",2016-10-29T06:46:33.000Z,
7936026846,en,752569515381312333,"If we had kept old hedgerows in Portugal, how different would farmland birds look today? #Nature",2018-08-10T01:44:15.000Z,99010405
44415199442,en,943580528585563983,Thread: how WWF's pilot in Catalonia helped communities restore local wetlands without big budgets. 1/5,2013-07-03T05:07:16.000Z,
52152474070,en,2456036093912369960,"Photo from dawn in Saimaa. Quiet water, heron fishing, city waking up. #Forests",2018-08-10T12:07:16.000Z,657458867339639
69806184544844593,en,816111851241507927,Serious question for Portugal: do urban parks need more native plants or just better access? Thoughts? #Biodiversity #Sustainability,2018-11-22T06:51:03.000Z,
36226585552922,en,8920356050938218426,"In Mekong, Canada, we envision a future that will decarbonise nature for all. WWF shows what's possible when communities lead. #Forests #Ecosystems @IPBES",2015-01-24T23:41:04.000Z,
918401794461877,en,90106636091757044,"In Glasgow, Australia, we plan a future that will restore nature for all. IPBES shows what's possible when communities lead. #Wetlands #Conservation #ClimateAction",2018-03-11T05:19:01.000Z,
3574823491471129,en,69379983040475343,Thread: how US EPA's pilot in Glasgow helped communities rewild local wetlands without big budgets. 1/5,2021-05-02T23:39:59.000Z,917697699
83072040,en,66126601296979088,"In Sicily, Norway, we plan a future that will revive nature for all. CBD Secretariat shows what's possible when communities lead. #Nature #Forests @IUCN",2022-08-03T19:54:24.000Z,300733213472707
13104720832525479,en,5641255432166071384,"Join us in Helsinki for a community tree-planting day this Saturday. Tools provided, all welcome! #Sustainability #Restoration",2016-02-10T17:56:36.000Z,
8664754893,en,14677750116814881,"In Arctic, Netherlands, we envision a future that will decarbonise nature for all. IUCN shows what's possible when communities lead. #NaturePositive #Ecosystems",2020-12-05T00:55:33.000Z,6064504073022
2071198998105763807,en,3808597629527199,"Notice: invasive species clean-up this Sunday across Kenya, led by local volunteers. Bags and gloves provided.",2015-03-17T20:28:26.000Z,
9612164808375,en,634851603415590163,Preprint: pollinator corridors near Delhi increase urban fruit yields by 12–18% in three years. Methods & code inside. #Nature #Biodiversity https://t.co/F6kmOofGUr,2014-12-23T01:43:16.000Z,28127362236159868
278855098021834,en,875685944147136883,"Join us in Wales for a community tree-planting day this Saturday. Tools provided, all welcome! #GreenFuture #UrbanNature @UNESCO",2019-05-02T15:11:40.000Z,414449890
43209584,en,2147920362462608971,"In Mekong, Brazil, we envision a future that will revive nature for all. NOAA shows what's possible when communities lead. #Biodiversity #GreenFuture #Restoration",2020-03-26T17:49:44.000Z,878478187
116201738074,en,5900495902633634649,"Lunch walk in Helsinki: swans on the canal, kids on bikes, wildflowers in bloom. Small joys matter. #Sustainability",2016-06-15T14:41:31.000Z,
8031372853739328,en,163775298149665815,New policy debate in Portugal: will Finnish Environment Institute guidelines help towns balance housing with green space? #Forests,2016-02-24T19:03:29.000Z,
843703122,en,6821498536619166343,"Join us in Oslo for a community tree-planting day this Saturday. Tools provided, all welcome!",2016-12-03T13:25:11.000Z,356619674355269
99226279549916864,en,793413431710047148,"Lunch walk in Catalonia: swans on the canal, kids on bikes, wildflowers in bloom. Small joys matter.",2014-08-24T04:12:07.000Z,
54043716558,en,655535830832682575,Thread: how CBD Secretariat's pilot in Yorkshire helped communities revive local wetlands without big budgets. 1/5,2013-07-05T15:05:55.000Z,89415360159825
9233568670729237202,en,46707770745743366,Kenya Wildlife Service just released a report on river restoration in Spain. Key takeaway: connect floodplains to boost biodiversity. #Ecosystems,2014-12-13T10:08:32.000Z,280865263942292533
317117234117088,en,4968473590554477,"Ambition is good, but metrics matter. Forest Service targets need clearer baselines and timelines. Otherwise it's just slogans. #Biodiversity #NaturePositive",2020-03-22T04:01:50.000Z,
81276962409812,en,2501608182692699,"Lunch walk in Baltic Sea: swans on the canal, kids on bikes, wildflowers in bloom. Small joys matter.",2014-10-25T14:34:48.000Z,4917556354770141530
410537811474619015,en,7478130587876184305,"Join us in Arctic for a community tree-planting day this Saturday. Tools provided, all welcome! #Ecosystems",2015-07-15T01:57:14.000Z,
53366979566,en,1683424855984003251,New policy debate in Australia: will EU Commission guidelines help towns balance housing with green space? #GreenFuture,2017-08-05T21:00:37.000Z,76799394820458460
6153522529,en,8967969925109981777,"Lunch walk in Wales: swans on the canal, kids on bikes, wildflowers in bloom. Small joys matter. #UrbanNature",2021-02-11T07:47:07.000Z,
364285115359,en,7546026416453697353,"Grant open: UNEP funding community-led restoration in Germany. Short proposals, practical outcomes. #Rewilding #UrbanNature",2014-04-17T11:12:58.000Z,
22092769114,en,27162787568104226,"Lunch walk in Oslo: swans on the canal, kids on bikes, wildflowers in bloom. Small joys matter. #Sustainability #NaturePositive",2020-05-10T15:22:24.000Z,
458195116858192251,en,3867919361216927509,"In Delhi, Lithuania, we plan a future that will monitor nature for all. WWF shows what's possible when communities lead. #Nature #Ecosystems",2021-01-16T15:24:06.000Z,513402659432934
7391682740886,en,4225454603502307,Preprint: pollinator corridors near Danube increase urban fruit yields by 12–18% in three years. Methods & code inside. #Rewilding https://t.co/hQ82JVTSwU,2015-05-20T05:10:37.000Z,
2402533572737,en,9338937321313933492,"Grant open: NOAA funding community-led restoration in USA. Short proposals, practical outcomes.  https://t.co/7PS0rQHAOF",2013-12-04T02:56:18.000Z,
69295420,en,766277773954956772,“We shape the places that shape us.” Field notes from Saimaa.,2020-02-24T03:25:23.000Z,
802545640651397,en,2954639033850346,New policy debate in India: will EU Commission guidelines help towns balance housing with green space? #Wetlands,2019-03-11T17:45:55.000Z,
69012110352737,en,1559505826475809,"Join us in Catalonia for a community tree-planting day this Saturday. Tools provided, all welcome! #Sustainability @SYKEinfo",2016-10-25T17:05:39.000Z,464238134693416465
230675978,en,4511472899550185,"In Wales, USA, we debate a future that will steward nature for all. WWF shows what's possible when communities lead. #Wetlands",2017-07-07T01:48:20.000Z,
235643433,en,4377839916941981,Preprint: pollinator corridors near Amazon increase urban fruit yields by 12–18% in three years. Methods & code inside. #UrbanNature https://t.co/ZMpu2dDFAa,2023-05-24T22:55:26.000Z,
135139495657,en,1796685898554377841,New policy debate in Portugal: will Forest Service guidelines help towns balance housing with green space? #Conservation #Rewilding,2020-10-21T21:22:47.000Z,
7912237982,en,3469181046290849927,"Notice: invasive species clean-up this Sunday across India, led by local volunteers. Bags and gloves provided. #Oceans",2019-04-18T22:57:05.000Z,
521526188852523626,en,3376429490178241,Thread: how WWF's pilot in Mekong helped communities monitor local wetlands without big budgets. 1/5,2021-02-11T23:48:30.000Z,
9556883615318604,en,90108563812018730,"Join us in Brussels for a community tree-planting day this Saturday. Tools provided, all welcome! #Restoration",2022-06-11T00:46:55.000Z,
6321736928240533187,en,99367681334549030,CBD Secretariat just released a report on river restoration in France. Key takeaway: connect floodplains to boost biodiversity. #UrbanNature #Oceans #Biodiversity https://t.co/REyULVrlFs,2019-07-23T04:50:38.000Z,
37135635,en,255300488419306691,"In Brussels, UK, we plan a future that will restore nature for all. EU Commission shows what's possible when communities lead. #Peatlands #Restoration",2015-07-24T12:25:38.000Z,6077589665917
502259115,en,556894162846478758,Serious question for Australia: do urban parks need more native plants or just better access? Thoughts?,2019-12-12T17:00:25.000Z,365063363692038
237549485172688910,en,1351052730964214698,"Ambition is good, but metrics matter. Forest Service targets need clearer baselines and timelines. Otherwise it's just slogans. #Restoration",2014-07-15T08:56:48.000Z,
408941925,en,77856151463856765,"Grant open: IPBES funding community-led restoration in Poland. Short proposals, practical outcomes.",2018-05-19T06:38:13.000Z,
201948942435,en,518987200879706236,"Notice: invasive species clean-up this Sunday across France, led by @USFS. Bags and gloves provided. #Rewilding #Conservation",2020-07-08T01:01:27.000Z,
9295989503898,en,4734372993887989,"Join us in Rhine for a community tree-planting day this Saturday. Tools provided, all welcome! #Wetlands #UrbanNature @USFS",2018-03-13T11:42:50.000Z,169969534
39492054003386171,en,870470460412048677,"In Danube, Brazil, we map a future that will restore nature for all. WWF shows what's possible when communities lead. #Peatlands #Oceans @UN",2018-05-13T06:35:29.000Z,
4126188943504377137,en,63607670917252187,Thread: how Forest Service's pilot in Copenhagen helped communities revive local wetlands without big budgets. 1/5,2015-05-23T14:35:40.000Z,3850812415283212
5054094810,en,9058983935483635779,New policy debate in Canada: will IUCN guidelines help towns balance housing with green space? #Sustainability #Forests https://t.co/kscJMyXHQf,2017-01-14T16:22:26.000Z,
4334999291,en,109748263791484171,Thread: how UNEP's pilot in Rhine helped communities connect local wetlands without big budgets. 1/5,2020-10-28T20:09:32.000Z,
541787760636591968,en,6315389833927875416,"Ambition is good, but metrics matter. IUCN targets need clearer baselines and timelines. Otherwise it's just slogans. #UrbanNature",2018-12-06T15:32:05.000Z,
925038251261587,en,83612790302571968,"Join us in Yorkshire for a community tree-planting day this Saturday. Tools provided, all welcome! #Wetlands",2020-12-15T00:43:42.000Z,
603451774791,en,88014261776389224,"In Oslo, Ireland, we prioritise a future that will monitor nature for all. Forest Service shows what's possible when communities lead. #Rewilding #Oceans",2018-03-14T20:12:47.000Z,
100065911072,en,43245019838709823,"Lunch walk in Helsinki: swans on the canal, kids on bikes, wildflowers in bloom. Small joys matter. #NaturePositive",2016-08-02T19:29:14.000Z,
9592872484580112521,en,2157947551369713633,New policy debate in Finland: will Forest Service guidelines help towns balance housing with green space? #Wetlands #Conservation,2021-07-28T12:03:08.000Z,45380829
462920990179541,en,8015978052146574,"Photo from dawn in Brittany. Quiet water, heron fishing, city waking up. #Peatlands",2018-07-25T00:43:02.000Z,
788115205,en,85312315119946593,"In Glasgow, Germany, we envision a future that will revive nature for all. UNEP shows what's possible when communities lead. #Ecosystems",2019-11-10T07:00:43.000Z,
943316921379765,en,92863484066530740,"In Wales, Canada, we fund a future that will steward nature for all. WWF shows what's possible when communities lead. #Biodiversity #Ecosystems #NaturePositive",2014-12-02T16:51:00.000Z,587846598251677774
4264671870572378401,en,41816975246870255,"Join us in Wales for a community tree-planting day this Saturday. Tools provided, all welcome! #Peatlands #Ecosystems @EU_Commission",2015-06-01T10:55:27.000Z,
4969942285060,en,2904181708635363614,"Photo from dawn in Sicily. Quiet water, heron fishing, city waking up. #Oceans",2021-01-17T00:33:50.000Z,
3964981853455673379,en,1251940267700986,"Notice: invasive species clean-up this Sunday across Norway, led by local volunteers. Bags and gloves provided. #Ecosystems #Biodiversity",2014-06-18T07:03:32.000Z,97408112655341
1075938041,en,861187971060595436,"Join us in Manchester for a community tree-planting day this Saturday. Tools provided, all welcome! #Biodiversity #ClimateAction",2023-01-15T03:45:38.000Z,
523526303689147893,en,10752216850176416,"If we had kept old hedgerows in Ukraine, how different would farmland birds look today? ",2020-12-12T23:46:29.000Z,
26390135,en,85576654917979941,"Ambition is good, but metrics matter. IPBES targets need clearer baselines and timelines. Otherwise it's just slogans. #Peatlands",2020-09-01T22:27:36.000Z,
5272707225225924,en,621890779214428836,"Join us in Brussels for a community tree-planting day this Saturday. Tools provided, all welcome! #NaturePositive @kwskenya",2017-10-04T05:34:08.000Z,884721352962745506
5529713181691785018,en,70593439815333361,DEFRA just released a report on river restoration in Lithuania. Key takeaway: connect floodplains to boost biodiversity. #NaturePositive,2021-10-22T17:57:00.000Z,882309115380944912
3288875967,en,792346595012415060,"In Oslo, India, we debate a future that will monitor nature for all. EU Commission shows what's possible when communities lead. #Wetlands #Oceans #Restoration",2017-10-18T02:12:41.000Z,8323617280806533
151248680396249,en,478646488999321037,"Join us in Yorkshire for a community tree-planting day this Saturday. Tools provided, all welcome! #Wetlands",2020-02-12T19:34:31.000Z,
9267677539867,en,4167668928111191,"Grant open: Parks Canada funding community-led restoration in Portugal. Short proposals, practical outcomes.",2015-02-24T18:02:24.000Z,
53655182,en,72060357665320343,Thread: how US EPA's pilot in Saimaa helped communities restore local wetlands without big budgets. 1/5,2017-05-03T10:39:38.000Z,800569002
3365076811113,en,6740272497736444,"Lunch walk in Bavaria: swans on the canal, kids on bikes, wildflowers in bloom. Small joys matter.",2021-12-08T04:57:31.000Z,
24906891230898,en,91313867116178443,“We shape the places that shape us.” Field notes from Copenhagen.,2016-01-22T17:31:57.000Z,
4568281073758041,en,802561210752116737,Preprint: pollinator corridors near Saimaa increase urban fruit yields by 12–18% in three years. Methods & code inside. #NaturePositive #Conservation https://t.co/eYpSEBboUC,2022-02-03T04:43:25.000Z,
24432015,en,2558870688834034557,"In Yorkshire, Estonia, we envision a future that will connect nature for all. UNESCO shows what's possible when communities lead. #Rewilding #Biodiversity #Forests",2020-10-02T02:30:55.000Z,
353621481,en,584150223056136666,"Lunch walk in Sicily: swans on the canal, kids on bikes, wildflowers in bloom. Small joys matter. #Peatlands",2016-08-22T16:48:54.000Z,
10405218971601107,en,4529686031754907,"Grant open: CBD Secretariat funding community-led restoration in Germany. Short proposals, practical outcomes. #Ecosystems https://t.co/ZVaA6aaU3v",2013-07-02T01:53:58.000Z,501794855
532769182621,en,404669893459043601,New policy debate in India: will Forest Service guidelines help towns balance housing with green space? #Sustainability #Restoration https://t.co/xTgqmnrUTg,2021-07-31T23:39:05.000Z,
920837589,en,1218847242351422,New policy debate in USA: will NOAA guidelines help towns balance housing with green space? #Conservation,2019-11-26T00:57:00.000Z,
747000972864120969,en,53098114744415052,Thread: how UNESCO's pilot in Delhi helped communities decarbonise local wetlands without big budgets. 1/5,2019-03-26T01:44:35.000Z,
8327633282940483480,en,669325300984088958,"Ambition is good, but metrics matter. EU Commission targets need clearer baselines and timelines. Otherwise it's just slogans. #Conservation #Restoration",2019-10-18T00:36:35.000Z,
3950995528633922014,en,66558160551332466,"Ambition is good, but metrics matter. WWF targets need clearer baselines and timelines. Otherwise it's just slogans. #Restoration #Ecosystems",2015-07-01T11:37:17.000Z,
